user_id,query,recommendation_count,rec_1_title,rec_1_id,rec_1_categories,rec_1_description,rec_2_title,rec_2_id,rec_2_categories,rec_2_description,rec_3_title,rec_3_id,rec_3_categories,rec_3_description,rec_4_title,rec_4_id,rec_4_categories,rec_4_description,rec_5_title,rec_5_id,rec_5_categories,rec_5_description,rec_6_title,rec_6_id,rec_6_categories,rec_6_description,rec_7_title,rec_7_id,rec_7_categories,rec_7_description,rec_8_title,rec_8_id,rec_8_categories,rec_8_description,rec_9_title,rec_9_id,rec_9_categories,rec_9_description,rec_10_title,rec_10_id,rec_10_categories,rec_10_description
AEXDIAVXC5VT7DDOGJHTUE75XG2Q,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Get Lifted,B0002X314C,"CDs & Vinyl, R&B, Contemporary R&B",nan,The Slim Shady       explicit_lyrics,B00000I5JQ,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","Product Description, NEED REF, Amazon.com, On, The Slim Shady LP, , Eminem wants it all. He's confli",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This ",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co",The Game,B000000OAJ,"CDs & Vinyl, Rock, Progressive, Progressive Rock",Another One Bites the Dust and You're My Best Friend highlight this 1980 smash!,Dangerously In Love,B000099T2L,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product description, The perfect timing of Beyonce Knowles’ career moves continues with the release "
AG6QWEZ4G4UQTZFXN4K6Q47RHJUQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Ultimate Manilow,B00005USBH,"CDs & Vinyl, Pop, Oldies, Traditional Pop","Ulimate Manilow, the greatest hits collection from the #1 Adult Contemporary artists of all time. Tr",Kill Em All,B000002H5E,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description AvailableNo Track Information Available, Media Type:, CD, Artist",Nothing Like The Sun,B000002GKZ,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, CD, Amazon.com, Sting's second and most conceptually dense solo album moved on ",The Rising,B000069HKH,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product Description, 2002 album from The Boss alongside his musical co-horts The E-Street Band. Feat",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Rush Remastered,B000001ES9,"CDs & Vinyl, Today's Deals in Music, Classic Rock, Album-Oriented Rock (AOR), CDs $7 - $10",Features 20-bit digital remastering from the original master tapes and enhanced packaging faithful t
AGVYZHA356ZCXIJC3S7AHDSSOGTQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Hold Your Fire Remastered,B000001ESZ,"CDs & Vinyl, Rock, Progressive, Progressive Metal",This re-release features 20-bit digital remastering from the original master tapes and deluxe packag,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Enema Of The State       Explicit Lyrics,B00000IPAX,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Punk",nan,Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Forty Licks,B00006IR69,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, 2CD set. Digitally remastered! Career-spanning, 40-track compile of classics., "
AF4BVRVBAXEVL3Q255AQORU6RD3A,Recommend songs for gym or workout with energetic rythm and fast speed,10,Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Laundry Service,B00005R2M3,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product description, Shakira ~ Laundry Service, Amazon.com, Colombian superstar Shakira's first Engl",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Get Born,B0000AQVCL,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, Garage Punk","Product Description, Your rock & roll ship has come in. Or, more rightly, your Jet has landed. This ",Lovers Rock,B000051VWW,"CDs & Vinyl, Today's Deals in Music, Pop, Adult Contemporary, CDs $7 - $10","Product description, Sade ~ Lovers Rock, Amazon.com, Sade's brand of elegant pop/R&B owned the chart",We Are Not Alone       Explicit Lyrics,B0002A2VS2,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","This is the new album from Breaking Benjamin that features their first single ""So Cold.""",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it"
AEVDHMQGKWB3U6WR65PISIZ472VQ,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Number Ones,B0000DJE9R,"CDs & Vinyl, Pop, Dance Pop","Product Description, The most prolific hit maker of all time returns with an album of truly greatest",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",In The Court Of Std,B00065MDRW,"CDs & Vinyl, Rock, Progressive, Progressive Rock",Remastered edition of King Crimson's seminal album IN THE COURT OF THE CRIMSON KING.,Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,Re-Load,B000002HRE,"CDs & Vinyl, Metal, Thrash & Speed Metal","Product description, No Description Available., Genre:, Popular Music, Media Format:, Compact Disk, ",Sgt. Pepper's Lonely Hearts Club Band,B000002UAU,"CDs & Vinyl, Classic Rock, British Invasion","Product description, Beatles - Sgt Peppers Lonely Hearts Club Band - CD, Amazon.com, Before, Sgt. Pe",Ray Of Light,B000002NJS,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product description, Ray Of Light CD Maverick, 9362-46847-2, 1998, 13 Track, Amazon.com, Never under"
AF6VY34L543YEJ5PIRMLHFYOCZ6Q,Recommend songs for gym or workout with energetic rythm and fast speed,10,Hybrid Theory,B00004Z459,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative",When the first track from a band's debut album gets added to major rock stations four weeks before i,Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it",A Rush of Blood to the Head,B000069AUI,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative, Britpop","Product Description, 2002 sophomore album from the British Pop/Rockers led by singer, songwriter and",Ultimate Hits: Rock And Roll Never Forgets,B0043URV5U,"CDs & Vinyl, Rock",ULTIMATE HITS: ROCK AND ROLL NEVER FORGETS features Bob Segers top hits newly remastered plus two ex,Two Against Nature,B00004GOXS,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product Description, The release of Two Against Nature is a major musical event. The two are Donald ",Nimrod,B000002NIH,"CDs & Vinyl, Indie & Alternative, Hardcore & Punk, American Punk","After establishing themselves as the leaders of a new generation of music-makers and listeners,, Gre",St. Anger       Explicit Lyrics,B00008OWZG,"CDs & Vinyl, Metal, Pop Metal","Product Description, This CD package includes a special live DVD. The performance, filmed and record"
AGJ6MLTKEYHU5QGDRQ7WMZNTGQHA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,The Spirit Of Radio: Greatest Hits 1974-1987,B0000794FS,"CDs & Vinyl, Rock, Progressive, Progressive Metal","80-minutes of Rush, first evcer greatest hits collection by Rush, approved by the band. 16 track's f",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Earth Wind & Fire Greatest Hits,B00000FC5H,"CDs & Vinyl, R&B, Funk","Product Description, For the first time ever-all of their biggest hits on a single CD! Seven of thes",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",The Beatles 1,B00004ZAV3,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","Product description, Tracks1. Love Me Do2. From Me To You3. She Loves You4. I Want To Hold Your Hand"
AHTZ5PECDMF3QCNNB2UHDZ3YKMLA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",His Best: The Chess 50th Anniversary Collection,B000005KQT,"CDs & Vinyl, Today's Deals in Music, Blues, Blues General, CDs $7 - $10","Product Description, Acknowledged by many as the greatest blues harmonica player ever, Little Walter",Cheek to Cheek,B00MU79IL8,"CDs & Vinyl, Universal Music Group",Deluxe edition includes three bonus tracks. The legendary Tony Bennett and superstar Lady Gaga met i,Private Press       Explicit Lyrics,B000067AT9,"CDs & Vinyl, Dance & Electronic, Turntablists","Product Description, The Private Press, DJShadow'sfirst full-length sol o album since Endtroducing, ",Ultimate Hits: Rock And Roll Never Forgets,B0043URV5U,"CDs & Vinyl, Rock",ULTIMATE HITS: ROCK AND ROLL NEVER FORGETS features Bob Segers top hits newly remastered plus two ex,Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Greatest Hits - Chapter One,B009LXEBD4,"CDs & Vinyl, Pop, Vocal Pop",This GREATEST HITS compilation features three new tracks from Kelly Clarkson as well as fourteen of ,Heaven & Earth,B00JQHON74,"CDs & Vinyl, Pop",HEAVEN & EARTH is the first YES album featuring new singer Jon Davison along with bassist Chris Squi,In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Dark Side Of The Moon,B000002U82,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Product description, DARK SIDE OF THE MOON was a benchmark record. It turned the musical world on it"
AECZEJMDUDENB3XUTOEWEDDV3CHA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Meteora,B00008H2LB,"CDs & Vinyl, Indie & Alternative, Alternative Rock, American Alternative","Product Description, Meteora, the follow-up album of the new material to Linkin Park's phenomenal ei",Greatest Hits,B000002B30,"CDs & Vinyl, Classic Rock, Album-Oriented Rock (AOR)","1995 collection from the Rock icon, his first 'best of' collection. Features his best known hits as ",Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Illmatic       Explicit Lyrics,B0000029GA,"CDs & Vinyl, Today's Deals in Music, Rap & Hip-Hop, Rap & Hip-Hop General, CDs $7 - $10","Product description, No Description Available., Genre:, Rap, Hip-Hop, Media Format:, Compact Disk, R",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",Clockwork Angels,B007I2BZIE,"CDs & Vinyl, Rock, Progressive, Progressive Rock","Clockwork Angels, is, Rush's, 20th studio record and first in 5 years.  This complex concept album i",Rust In Peace,B0002EXH5O,"CDs & Vinyl, Rock, Progressive, Progressive Metal","This re-issue features four previously unreleased tracks ""My Creation,"" ""Rust in Peace... Polaris (D",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Viva la Vida or Death and All His Friends,B000RPTQ1C,"CDs & Vinyl, Indie & Alternative, Alternative Rock, British Alternative","Product Description, Coldplay Photos, Amazon.com, To say there has been a lot of anticipation for Co"
AF7HZ26VF22H7UR3M6R3YIOELJEA,Recommend songs for gym or workout with energetic rythm and fast speed,10,Vapor Trails 2013 Remix,B00E9P959O,"CDs & Vinyl, Rock, Progressive, Progressive Rock","In 2009, two tracks from VAPOR TRAILS (“One Little Victory” and “Earthshine”) were remixed for the R",Ummagumma,B000002UA5,"CDs & Vinyl, Rock, Progressive, Progressive Rock",nan,Number Ones,B0000DJE9R,"CDs & Vinyl, Pop, Dance Pop","Product Description, The most prolific hit maker of all time returns with an album of truly greatest",Confessions on a Dance Floor,B000B8QEZG,"CDs & Vinyl, Pop, Adult Contemporary","Product Description, On, Confessions of a Dance Floor, , Madonna, the most popular and significant f",Sounds of Summer: Very Best of The Beach Boys,B000093BDX,"CDs & Vinyl, Pop, Oldies, Baroque Pop","Product Description, This the ultimate Beach Boys album. Thirty hits fa vorite songs, the most Beach",Encore       Explicit Lyrics,B00065XJ52,"CDs & Vinyl, Rap & Hip-Hop, Gangsta & Hardcore","ENCORE is the new album from Eminem that includes the hot smash singles ""Just Lose It.""",Oscd Ad Adele 21,B004EBT5CU,"CDs & Vinyl, Pop, Singer-Songwriters","21, is the eagerly awaited sophomore album from British singer-songwriter Adele. It’s the follow up ",A Bigger Bang       Explicit Lyrics,B000A7Q27I,"CDs & Vinyl, International Music, Europe, Britain & Ireland, Britain","Product Description, A Bigger Bang is an ambitious, wide-ranging collection of hard-hitting, high-po",In The Zone,B0000DD7LB,"CDs & Vinyl, Today's Deals in Music, Dance & DJ, Dance General, CDs $7 - $10","Product Description, Jive Recording artist Britney Spears is set to release her 4th album, In The Zo",Mezzanine,B000006045,"CDs & Vinyl, Dance & Electronic, Electronica","Product Description, Mezzanine, is the third studio album by English trip-hop group Massive Attack, "
